onset	duration	trial_type	correct_response	accuracy	response_time	stimulus	position
4.042	1.8	no_response	n/a	0.0	0.822	l	TR
5.841	2.0	1-back	1.0	1.0	0.928	l	BL
7.857	2.0	1-back	0.0	1.0	0.912	s	TR
9.873	2.0	1-back	0.0	1.0	0.655	z	BL
11.888	2.0	1-back	0.0	1.0	0.84	t	TL
13.904	2.0	1-back	0.0	1.0	0.494	x	BR
15.92	2.0	1-back	1.0	1.0	0.796	x	TL
17.936	2.0	1-back	0.0	1.0	0.757	n	BL
19.951	2.0	1-back	0.0	1.0	0.558	s	TR
21.967	2.0	1-back	0.0	1.0	0.577	l	BR
23.983	2.0	1-back	1.0	0.0	0.37	l	TL
25.999	2.0	1-back	0.0	0.0	0.953	g	BR
28.014	2.0	1-back	1.0	0.0	0.447	g	TR
30.03	2.0	1-back	0.0	0.0	n/a	r	TL
32.046	2.0	1-back	1.0	1.0	0.809	r	TR
34.061	2.0	1-back	0.0	1.0	1.037	x	BL
36.077	2.0	1-back	0.0	1.0	0.722	p	TR
38.093	2.0	1-back	1.0	0.0	n/a	p	TL
40.109	2.0	1-back	0.0	1.0	0.781	c	TR
42.124	2.0	1-back	0.0	1.0	0.526	r	BL
44.14	2.0	1-back	0.0	0.0	n/a	f	TR
46.156	2.0	1-back	1.0	0.0	0.41	f	BR
48.172	2.0	1-back	1.0	1.0	0.383	f	BL
50.187	2.0	1-back	0.0	1.0	0.825	c	TL
52.203	2.0	1-back	0.0	0.0	n/a	z	BL
54.219	2.0	1-back	1.0	1.0	0.924	z	BR
56.234	2.0	1-back	0.0	1.0	0.831	v	BL
58.25	2.0	1-back	0.0	1.0	0.78	p	TL
60.266	2.0	1-back	1.0	1.0	0.777	p	TR
62.282	2.0	1-back	0.0	1.0	0.685	n	BR
64.297	2.0	1-back	0.0	1.0	0.654	s	BL
66.313	2.0	1-back	1.0	1.0	1.003	s	TL
68.329	2.0	1-back	0.0	1.0	0.591	z	TR
70.345	2.0	1-back	0.0	1.0	0.426	v	BL
72.36	2.0	1-back	0.0	1.0	0.449	t	BR
74.376	2.0	1-back	1.0	0.0	0.41	t	TL
76.392	2.0	1-back	1.0	0.0	0.958	t	BR
78.407	2.0	1-back	0.0	0.0	0.728	g	TL
80.423	2.0	1-back	0.0	1.0	0.6	x	BR
82.439	2.0	1-back	0.0	1.0	0.867	g	BL
84.455	2.0	1-back	0.0	1.0	0.67	c	TL
86.47	2.0	1-back	1.0	1.0	0.633	c	TR
88.486	2.0	1-back	0.0	1.0	0.946	v	BR
90.502	2.0	1-back	1.0	0.0	0.707	v	TL
92.517	2.0	1-back	0.0	1.0	1.111	f	TR
94.533	2.0	1-back	0.0	1.0	1.002	r	BR
96.549	2.0	1-back	0.0	1.0	0.578	n	BL
98.565	2.0	1-back	1.0	0.0	0.38	n	BR
104.628	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
106.677	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
108.726	2.0	baseline	1.0	1.0	0.77	redcross.bmp	n/a
110.775	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
112.824	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
114.873	2.0	baseline	1.0	1.0	0.365	redcross.bmp	n/a
