onset	duration	trial_type	correct_response	accuracy	response_time	stimulus	position
4.073	1.8	no_response	n/a	1.0	n/a	r	TL
5.873	2.0	1-back	1.0	1.0	0.656	r	TR
7.872	2.0	1-back	0.0	1.0	1.041	g	BR
9.871	2.0	1-back	1.0	1.0	0.723	g	TL
11.87	2.0	1-back	0.0	1.0	0.414	f	TR
13.87	2.0	1-back	0.0	1.0	0.587	t	BL
15.869	2.0	1-back	0.0	1.0	0.541	v	TL
17.868	2.0	1-back	0.0	1.0	0.47	p	TR
19.867	2.0	1-back	1.0	1.0	0.701	p	BL
21.867	2.0	1-back	0.0	1.0	0.493	z	BR
23.866	2.0	1-back	0.0	1.0	0.665	s	TR
25.865	2.0	1-back	1.0	1.0	0.603	s	BL
27.864	2.0	1-back	0.0	1.0	0.443	c	TL
29.864	2.0	1-back	1.0	1.0	0.634	c	BR
31.863	2.0	1-back	0.0	1.0	0.544	l	BR
33.862	2.0	1-back	0.0	1.0	0.73	n	BL
35.861	2.0	1-back	0.0	1.0	0.496	v	TL
37.861	2.0	1-back	1.0	1.0	0.584	v	TR
39.86	2.0	1-back	0.0	1.0	0.534	z	BR
41.859	2.0	1-back	0.0	1.0	0.62	s	TL
43.858	2.0	1-back	0.0	1.0	0.591	x	TR
45.857	2.0	1-back	1.0	1.0	0.484	x	BL
47.857	2.0	1-back	1.0	1.0	0.912	x	BR
49.856	2.0	1-back	0.0	1.0	0.574	v	TR
51.855	2.0	1-back	0.0	1.0	0.643	z	TL
53.854	2.0	1-back	1.0	1.0	0.669	z	BR
55.854	2.0	1-back	0.0	1.0	0.506	f	BL
57.853	2.0	1-back	0.0	1.0	0.64	r	TR
59.852	2.0	1-back	1.0	1.0	0.625	r	BL
61.851	2.0	1-back	0.0	1.0	0.655	n	TL
63.851	2.0	1-back	0.0	1.0	0.623	l	BL
65.85	2.0	1-back	1.0	1.0	0.556	l	BR
67.849	2.0	1-back	0.0	1.0	0.543	s	TL
69.848	2.0	1-back	0.0	1.0	0.513	g	TR
71.847	2.0	1-back	0.0	1.0	1.027	c	BL
73.847	2.0	1-back	1.0	0.0	0.671	c	TR
75.846	2.0	1-back	0.0	1.0	0.528	f	BR
77.845	2.0	1-back	1.0	1.0	0.595	f	TL
79.844	2.0	1-back	0.0	1.0	0.607	t	TR
81.844	2.0	1-back	0.0	1.0	0.676	x	BL
83.843	2.0	1-back	0.0	1.0	0.923	p	TL
85.842	2.0	1-back	1.0	1.0	0.678	p	BL
87.841	2.0	1-back	0.0	1.0	0.614	n	BR
89.841	2.0	1-back	1.0	1.0	0.758	n	TL
91.84	2.0	1-back	0.0	1.0	0.577	g	BR
93.839	2.0	1-back	0.0	1.0	0.616	l	BL
95.838	2.0	1-back	0.0	1.0	0.574	t	TR
97.837	2.0	1-back	1.0	0.0	0.558	t	BR
103.888	2.0	baseline	1.0	1.0	0.337	redcross.bmp	n/a
105.928	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
107.967	2.0	baseline	1.0	1.0	0.317	redcross.bmp	n/a
110.006	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
112.045	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
114.084	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
116.124	2.0	baseline	1.0	1.0	0.347	redcross.bmp	n/a
118.163	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
120.202	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
122.241	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
124.28	2.0	baseline	1.0	1.0	0.327	redcross.bmp	n/a
126.32	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
132.358	1.8	no_response	n/a	1.0	n/a	v	TR
