onset	duration	trial_type	correct_response	accuracy	response_time	stimulus	position
4.026	1.8	no_response	n/a	1.0	n/a	r	TL
5.825	2.0	1-back	1.0	1.0	0.839	r	TR
7.824	2.0	1-back	0.0	1.0	0.766	g	BR
9.823	2.0	1-back	1.0	1.0	0.596	g	TL
11.822	2.0	1-back	0.0	1.0	0.633	f	TR
13.821	2.0	1-back	0.0	1.0	0.656	t	BL
15.82	2.0	1-back	0.0	1.0	0.612	v	TL
17.819	2.0	1-back	0.0	1.0	0.716	p	TR
19.818	2.0	1-back	1.0	1.0	0.482	p	BL
21.817	2.0	1-back	0.0	1.0	0.546	z	BR
23.816	2.0	1-back	0.0	1.0	0.764	s	TR
25.815	2.0	1-back	1.0	1.0	0.689	s	BL
27.815	2.0	1-back	0.0	1.0	0.71	c	TL
29.814	2.0	1-back	1.0	1.0	0.648	c	BR
31.813	2.0	1-back	0.0	1.0	0.648	l	BR
33.812	2.0	1-back	0.0	1.0	0.648	n	BL
35.811	2.0	1-back	0.0	1.0	0.781	v	TL
37.81	2.0	1-back	1.0	1.0	0.679	v	TR
39.809	2.0	1-back	0.0	1.0	0.648	z	BR
41.808	2.0	1-back	0.0	1.0	0.656	s	TL
43.807	2.0	1-back	0.0	0.0	0.35	x	TR
45.806	2.0	1-back	1.0	0.0	0.096	x	BL
47.805	2.0	1-back	1.0	1.0	0.561	x	BR
49.804	2.0	1-back	0.0	1.0	0.491	v	TR
51.803	2.0	1-back	0.0	1.0	0.602	z	TL
53.802	2.0	1-back	1.0	0.0	0.26	z	BR
55.801	2.0	1-back	0.0	1.0	0.48	f	BL
57.801	2.0	1-back	0.0	1.0	0.614	r	TR
59.8	2.0	1-back	1.0	0.0	0.271	r	BL
61.799	2.0	1-back	0.0	1.0	0.55	n	TL
63.798	2.0	1-back	0.0	1.0	0.318	l	BL
65.797	2.0	1-back	1.0	0.0	0.284	l	BR
67.796	2.0	1-back	0.0	1.0	0.678	s	TL
69.795	2.0	1-back	0.0	1.0	0.489	g	TR
71.794	2.0	1-back	0.0	0.0	0.677	c	BL
73.793	2.0	1-back	1.0	0.0	0.314	c	TR
75.792	2.0	1-back	0.0	1.0	0.34	f	BR
77.791	2.0	1-back	1.0	0.0	0.456	f	TL
79.79	2.0	1-back	0.0	1.0	0.54	t	TR
81.789	2.0	1-back	0.0	0.0	0.422	x	BL
83.788	2.0	1-back	0.0	1.0	0.383	p	TL
85.788	2.0	1-back	1.0	0.0	0.431	p	BL
87.787	2.0	1-back	0.0	1.0	0.352	n	BR
89.786	2.0	1-back	1.0	0.0	0.494	n	TL
91.785	2.0	1-back	0.0	1.0	0.751	g	BR
93.784	2.0	1-back	0.0	1.0	0.333	l	BL
95.783	2.0	1-back	0.0	1.0	0.325	t	TR
97.782	2.0	1-back	1.0	0.0	0.404	t	BR
103.829	2.0	baseline	1.0	1.0	0.391	redcross.bmp	n/a
105.878	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
107.927	2.0	baseline	1.0	1.0	0.288	redcross.bmp	n/a
109.976	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
112.025	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
114.074	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
116.123	2.0	baseline	1.0	1.0	0.316	redcross.bmp	n/a
118.172	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
120.221	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
122.27	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
124.319	2.0	baseline	1.0	1.0	0.342	redcross.bmp	n/a
126.368	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
132.416	1.8	no_response	n/a	1.0	n/a	v	TR
134.215	1.8	no_response	n/a	1.0	n/a	r	BR
136.014	2.0	2-back	1.0	1.0	0.712	v	TL
138.013	2.0	2-back	0.0	1.0	0.579	g	TR
140.012	2.0	2-back	0.0	1.0	0.775	p	BL
142.011	2.0	2-back	1.0	1.0	0.835	g	BR
144.01	2.0	2-back	0.0	1.0	0.662	n	TL
146.009	2.0	2-back	0.0	1.0	0.705	x	TR
148.008	2.0	2-back	0.0	1.0	0.62	l	BR
150.008	2.0	2-back	0.0	1.0	0.527	c	TL
152.007	2.0	2-back	1.0	1.0	0.758	l	BL
154.006	2.0	2-back	1.0	1.0	0.759	c	TR
156.005	2.0	2-back	0.0	1.0	0.558	t	BR
158.004	2.0	2-back	0.0	1.0	0.675	n	TL
160.003	2.0	2-back	1.0	1.0	0.601	t	BR
162.002	2.0	2-back	0.0	1.0	0.611	f	TR
164.001	2.0	2-back	0.0	1.0	0.576	n	BR
166.0	2.0	2-back	0.0	1.0	0.837	x	TL
167.999	2.0	2-back	1.0	1.0	0.672	n	BL
169.998	2.0	2-back	0.0	1.0	0.471	r	TR
171.997	2.0	2-back	0.0	1.0	0.694	f	TL
173.996	2.0	2-back	1.0	1.0	0.667	r	BR
175.995	2.0	2-back	0.0	1.0	0.649	s	TR
177.994	2.0	2-back	0.0	1.0	0.686	v	BL
179.994	2.0	2-back	0.0	1.0	0.596	p	TL
181.993	2.0	2-back	1.0	0.0	0.576	v	TR
183.992	2.0	2-back	0.0	1.0	0.439	s	BL
185.991	2.0	2-back	0.0	1.0	0.438	p	BR
187.99	2.0	2-back	1.0	0.0	0.23	s	TR
189.989	2.0	2-back	0.0	1.0	0.518	g	BL
191.988	2.0	2-back	0.0	1.0	0.594	z	TL
193.987	2.0	2-back	0.0	0.0	0.615	r	BR
195.986	2.0	2-back	1.0	0.0	0.258	z	BL
197.985	2.0	2-back	0.0	1.0	0.403	c	BL
199.984	2.0	2-back	0.0	1.0	0.652	t	BR
201.983	2.0	2-back	1.0	1.0	0.61	c	TL
203.982	2.0	2-back	1.0	1.0	0.751	t	BL
205.981	2.0	2-back	0.0	1.0	0.677	s	BR
207.98	2.0	2-back	0.0	1.0	0.581	x	BL
209.98	2.0	2-back	0.0	1.0	0.654	f	TR
211.979	2.0	2-back	1.0	1.0	0.647	x	TR
213.978	2.0	2-back	1.0	1.0	0.713	f	BR
215.977	2.0	2-back	0.0	1.0	0.723	l	TL
217.976	2.0	2-back	0.0	1.0	0.718	p	BL
219.975	2.0	2-back	1.0	1.0	0.469	l	BL
221.974	2.0	2-back	0.0	1.0	0.615	z	TL
223.973	2.0	2-back	0.0	1.0	0.677	g	TL
225.972	2.0	2-back	1.0	1.0	0.573	z	TR
232.019	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
234.068	2.0	baseline	1.0	1.0	0.423	redcross.bmp	n/a
236.117	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
238.166	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
240.215	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
242.264	2.0	baseline	1.0	1.0	0.36	redcross.bmp	n/a
244.313	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
246.362	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
248.411	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
250.46	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
252.509	2.0	baseline	1.0	1.0	0.479	redcross.bmp	n/a
254.558	2.0	baseline	1.0	1.0	0.495	redcross.bmp	n/a
