onset	duration	trial_type	correct_response	accuracy	response_time	stimulus	position
4.025	1.8	no_response	n/a	1.0	n/a	c	BL
5.825	1.8	no_response	n/a	1.0	n/a	p	BR
7.624	2.0	2-back	1.0	1.0	0.502	n	BL
9.639	2.0	2-back	0.0	1.0	0.361	x	TR
11.655	2.0	2-back	0.0	1.0	0.486	g	TL
13.671	2.0	2-back	1.0	1.0	0.548	p	TR
15.687	2.0	2-back	1.0	1.0	0.627	c	TL
17.702	2.0	2-back	0.0	1.0	0.387	x	BL
19.718	2.0	2-back	1.0	0.0	0.916	l	TL
21.734	2.0	2-back	0.0	1.0	0.48	v	TR
23.749	2.0	2-back	0.0	0.0	0.526	g	TR
25.765	2.0	2-back	0.0	1.0	0.616	t	BR
27.781	2.0	2-back	0.0	1.0	0.659	z	BL
29.797	2.0	2-back	1.0	1.0	1.073	n	BR
31.812	2.0	2-back	0.0	1.0	0.486	f	TL
33.828	2.0	2-back	0.0	1.0	0.674	n	TR
35.844	2.0	2-back	1.0	1.0	0.357	t	TL
37.859	2.0	2-back	0.0	1.0	0.497	v	BL
39.875	2.0	2-back	1.0	1.0	0.609	l	TL
41.891	2.0	2-back	0.0	0.0	0.417	r	TL
43.907	2.0	2-back	0.0	1.0	0.663	s	BR
45.922	2.0	2-back	0.0	1.0	0.669	v	BL
47.938	2.0	2-back	1.0	1.0	0.337	n	BR
49.954	2.0	2-back	0.0	1.0	0.531	p	TL
51.97	2.0	2-back	0.0	1.0	0.428	s	TR
53.985	2.0	2-back	0.0	1.0	0.459	g	BR
56.001	2.0	2-back	0.0	1.0	0.417	p	BL
58.017	2.0	2-back	1.0	1.0	0.675	f	BR
60.032	2.0	2-back	0.0	1.0	0.594	r	TR
62.048	2.0	2-back	0.0	1.0	0.592	s	BL
64.064	2.0	2-back	1.0	1.0	1.008	z	TR
66.08	2.0	2-back	1.0	0.0	0.544	x	BL
68.095	2.0	2-back	0.0	1.0	0.665	c	TL
70.111	2.0	2-back	0.0	0.0	0.763	r	TR
72.127	2.0	2-back	0.0	1.0	0.421	v	BR
74.142	2.0	2-back	0.0	1.0	0.818	l	TL
76.158	2.0	2-back	1.0	1.0	0.539	c	BR
78.174	2.0	2-back	0.0	1.0	0.479	s	TR
80.19	2.0	2-back	1.0	1.0	0.848	t	BR
82.205	2.0	2-back	0.0	1.0	0.419	r	BL
84.221	2.0	2-back	0.0	1.0	0.629	f	TL
86.237	2.0	2-back	1.0	1.0	0.494	z	BL
88.252	2.0	2-back	0.0	1.0	0.419	l	TR
90.268	2.0	2-back	0.0	1.0	0.56	x	TL
92.284	2.0	2-back	1.0	1.0	0.564	f	TR
94.3	2.0	2-back	0.0	1.0	0.532	g	BR
96.315	2.0	2-back	0.0	0.0	0.7	t	BL
98.331	2.0	2-back	1.0	1.0	0.496	z	BR
104.395	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
106.444	2.0	baseline	1.0	1.0	0.346	redcross.bmp	n/a
108.493	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
110.542	2.0	baseline	1.0	1.0	0.642	redcross.bmp	n/a
112.591	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
114.64	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
116.689	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
118.738	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
120.787	2.0	baseline	1.0	1.0	0.476	redcross.bmp	n/a
122.836	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
124.885	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
126.934	2.0	baseline	1.0	1.0	0.55	redcross.bmp	n/a
130.982	1.8	no_response	n/a	1.0	n/a	v	TR
132.782	2.0	1-back	0.0	1.0	0.709	p	TL
134.797	2.0	1-back	0.0	1.0	0.541	z	BL
136.813	2.0	1-back	1.0	1.0	0.572	c	BL
138.829	2.0	1-back	0.0	1.0	0.342	t	TR
140.844	2.0	1-back	0.0	1.0	0.467	l	TL
142.86	2.0	1-back	1.0	1.0	0.483	c	TL
144.876	2.0	1-back	0.0	1.0	0.376	v	BL
146.892	2.0	1-back	0.0	1.0	0.405	n	BR
148.907	2.0	1-back	1.0	1.0	0.528	l	BR
150.923	2.0	1-back	0.0	1.0	0.375	v	TL
152.939	2.0	1-back	0.0	1.0	0.408	c	BR
154.954	2.0	1-back	0.0	1.0	0.501	r	TR
156.97	2.0	1-back	1.0	1.0	0.513	t	TR
158.986	2.0	1-back	0.0	1.0	0.422	n	BL
161.002	2.0	1-back	1.0	1.0	0.514	s	BL
163.017	2.0	1-back	0.0	1.0	0.477	v	TR
165.033	2.0	1-back	0.0	1.0	0.577	p	TL
167.049	2.0	1-back	1.0	1.0	0.49	c	TL
169.064	2.0	1-back	0.0	1.0	0.407	g	TR
171.08	2.0	1-back	1.0	1.0	0.518	z	TR
173.096	2.0	1-back	0.0	1.0	0.427	x	BR
175.112	2.0	1-back	0.0	1.0	0.575	g	BL
177.127	2.0	1-back	0.0	1.0	0.669	l	TL
179.143	2.0	1-back	0.0	0.0	0.955	r	BL
181.159	2.0	1-back	1.0	0.0	0.486	x	BL
183.174	2.0	1-back	0.0	1.0	0.564	f	BR
185.19	2.0	1-back	0.0	1.0	0.789	z	TR
187.206	2.0	1-back	1.0	1.0	0.583	r	TR
189.222	2.0	1-back	0.0	1.0	0.606	f	BL
191.237	2.0	1-back	1.0	1.0	0.574	n	BL
193.253	2.0	1-back	0.0	1.0	0.825	x	TR
195.269	2.0	1-back	1.0	1.0	0.483	t	TR
197.285	2.0	1-back	0.0	1.0	0.444	p	BR
199.3	2.0	1-back	1.0	1.0	0.73	x	BR
201.316	2.0	1-back	0.0	1.0	0.678	t	TL
203.332	2.0	1-back	1.0	1.0	0.589	s	TL
205.347	2.0	1-back	0.0	1.0	0.495	f	BL
207.363	2.0	1-back	0.0	1.0	0.837	l	BR
209.379	2.0	1-back	1.0	1.0	0.558	g	BR
211.395	2.0	1-back	0.0	1.0	0.533	n	TL
213.41	2.0	1-back	0.0	1.0	0.644	s	TR
215.426	2.0	1-back	0.0	1.0	0.606	p	BR
217.442	2.0	1-back	0.0	1.0	0.511	r	TL
219.457	2.0	1-back	1.0	1.0	0.309	s	TL
221.473	2.0	1-back	0.0	1.0	0.485	g	BR
223.489	2.0	1-back	1.0	1.0	0.604	z	BR
225.505	2.0	1-back	0.0	1.0	0.577	f	BL
231.568	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
233.617	2.0	baseline	1.0	1.0	0.499	redcross.bmp	n/a
235.666	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
237.715	2.0	baseline	1.0	1.0	0.404	redcross.bmp	n/a
239.764	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
241.813	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
243.862	2.0	baseline	1.0	1.0	0.52	redcross.bmp	n/a
245.911	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
247.96	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
250.009	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
252.058	2.0	baseline	1.0	1.0	0.51	redcross.bmp	n/a
254.107	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
