onset	duration	trial_type	correct_response	accuracy	response_time	stimulus	position
4.026	1.8	no_response	n/a	1.0	n/a	p	TR
5.825	2.0	1-back	0.0	1.0	1.129	f	BL
7.824	2.0	1-back	1.0	0.0	1.153	n	BL
9.823	2.0	1-back	0.0	0.0	0.128	x	TR
11.822	2.0	1-back	0.0	1.0	0.711	c	TL
13.822	2.0	1-back	1.0	1.0	0.786	p	TL
15.821	2.0	1-back	0.0	1.0	1.024	n	BL
17.82	2.0	1-back	0.0	1.0	0.536	c	TR
19.819	2.0	1-back	1.0	1.0	0.541	g	TR
21.818	2.0	1-back	0.0	1.0	0.587	n	TL
23.817	2.0	1-back	0.0	1.0	0.686	s	BR
25.816	2.0	1-back	0.0	1.0	0.767	x	BL
27.815	2.0	1-back	0.0	1.0	0.968	t	TL
29.814	2.0	1-back	1.0	1.0	0.591	g	TL
31.813	2.0	1-back	0.0	1.0	0.566	p	BR
33.812	2.0	1-back	0.0	1.0	0.699	c	TL
35.811	2.0	1-back	1.0	1.0	0.689	r	TL
37.81	2.0	1-back	0.0	1.0	0.742	t	BL
39.809	2.0	1-back	1.0	1.0	0.606	v	BL
41.809	2.0	1-back	0.0	1.0	0.695	g	BR
43.808	2.0	1-back	0.0	1.0	0.961	p	TL
45.807	2.0	1-back	0.0	1.0	0.647	x	BR
47.806	2.0	1-back	1.0	1.0	0.941	z	BR
49.805	2.0	1-back	0.0	1.0	0.627	l	TR
51.804	2.0	1-back	1.0	1.0	0.636	v	TR
53.803	2.0	1-back	0.0	1.0	0.751	n	BR
55.802	2.0	1-back	0.0	1.0	1.186	r	BL
57.801	2.0	1-back	1.0	1.0	0.872	s	BL
59.8	2.0	1-back	0.0	1.0	0.712	z	TR
61.799	2.0	1-back	0.0	1.0	0.546	l	TL
63.798	2.0	1-back	0.0	1.0	0.653	g	BR
65.797	2.0	1-back	1.0	1.0	0.714	f	BR
67.796	2.0	1-back	0.0	1.0	0.671	t	TR
69.795	2.0	1-back	0.0	1.0	0.593	z	TL
71.795	2.0	1-back	1.0	0.0	n/a	l	TL
73.794	2.0	1-back	0.0	1.0	0.593	f	BL
75.793	2.0	1-back	0.0	1.0	0.602	t	TR
77.792	2.0	1-back	1.0	1.0	0.647	r	TR
79.791	2.0	1-back	0.0	1.0	0.686	l	BR
81.79	2.0	1-back	1.0	1.0	1.117	z	BR
83.789	2.0	1-back	0.0	1.0	0.639	r	TR
85.788	2.0	1-back	1.0	0.0	0.549	v	TR
87.787	2.0	1-back	0.0	1.0	0.588	s	BL
89.786	2.0	1-back	1.0	1.0	0.597	f	BL
91.785	2.0	1-back	0.0	1.0	0.604	v	TL
93.784	2.0	1-back	0.0	0.0	n/a	x	BR
95.783	2.0	1-back	1.0	1.0	0.803	c	BR
97.782	2.0	1-back	0.0	1.0	0.602	s	BL
103.846	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
105.895	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
107.961	2.0	baseline	1.0	1.0	0.439	redcross.bmp	n/a
110.01	2.0	baseline	1.0	1.0	0.516	redcross.bmp	n/a
112.059	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
114.108	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
116.157	2.0	baseline	1.0	1.0	0.465	redcross.bmp	n/a
118.206	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
120.255	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
122.304	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
124.353	2.0	baseline	1.0	1.0	0.737	redcross.bmp	n/a
126.402	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
132.45	1.8	no_response	n/a	1.0	n/a	c	BL
134.249	1.8	no_response	n/a	1.0	n/a	l	TR
136.048	2.0	2-back	0.0	1.0	0.855	v	BR
138.047	2.0	2-back	1.0	1.0	0.787	p	TR
140.046	2.0	2-back	0.0	1.0	0.857	r	TL
142.045	2.0	2-back	0.0	1.0	0.953	t	BR
144.044	2.0	2-back	1.0	1.0	1.017	n	TL
146.043	2.0	2-back	0.0	1.0	0.863	s	TR
148.042	2.0	2-back	0.0	1.0	1.075	f	BL
150.041	2.0	2-back	1.0	1.0	1.072	x	TR
152.04	2.0	2-back	0.0	0.0	n/a	v	BR
154.039	2.0	2-back	0.0	1.0	0.988	p	BL
156.039	2.0	2-back	1.0	0.0	0.757	f	BR
158.038	2.0	2-back	0.0	1.0	0.612	n	TL
160.037	2.0	2-back	0.0	1.0	0.755	x	TR
162.036	2.0	2-back	1.0	1.0	0.807	t	TL
164.035	2.0	2-back	0.0	1.0	0.841	s	BL
166.034	2.0	2-back	0.0	1.0	0.842	l	TR
168.033	2.0	2-back	1.0	0.0	1.003	f	BL
170.032	2.0	2-back	1.0	1.0	1.164	c	TR
172.031	2.0	2-back	0.0	1.0	0.955	r	TL
174.03	2.0	2-back	1.0	1.0	1.067	g	TR
176.029	2.0	2-back	0.0	1.0	0.995	s	BL
178.028	2.0	2-back	0.0	1.0	1.181	r	BR
180.027	2.0	2-back	1.0	0.0	n/a	v	BL
182.026	2.0	2-back	0.0	0.0	n/a	p	BL
184.025	2.0	2-back	0.0	0.0	n/a	t	TL
186.025	2.0	2-back	1.0	0.0	n/a	x	BL
188.024	2.0	2-back	0.0	1.0	0.97	z	BR
190.023	2.0	2-back	0.0	1.0	0.743	t	TR
192.022	2.0	2-back	0.0	0.0	n/a	g	TL
194.021	2.0	2-back	1.0	1.0	0.894	c	TR
196.02	2.0	2-back	0.0	1.0	0.463	p	BL
198.019	2.0	2-back	0.0	1.0	0.709	s	BR
200.018	2.0	2-back	0.0	0.0	n/a	v	TL
202.017	2.0	2-back	1.0	0.0	n/a	n	BR
204.016	2.0	2-back	0.0	1.0	1.135	c	BL
206.015	2.0	2-back	0.0	0.0	n/a	l	TL
208.014	2.0	2-back	0.0	1.0	0.769	x	BR
210.013	2.0	2-back	1.0	1.0	1.124	z	TL
212.012	2.0	2-back	0.0	1.0	0.617	g	TR
214.011	2.0	2-back	0.0	1.0	0.815	f	BR
216.011	2.0	2-back	0.0	1.0	1.065	z	TL
218.01	2.0	2-back	1.0	1.0	1.143	l	BR
220.009	2.0	2-back	0.0	1.0	0.846	r	TR
222.008	2.0	2-back	1.0	0.0	0.737	z	BR
224.007	2.0	2-back	0.0	1.0	1.116	n	BL
226.006	2.0	2-back	1.0	0.0	0.598	g	BR
232.053	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
234.102	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
236.151	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
238.2	2.0	baseline	1.0	1.0	0.367	redcross.bmp	n/a
240.249	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
242.298	2.0	baseline	1.0	1.0	0.535	redcross.bmp	n/a
244.347	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
246.396	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
248.445	2.0	baseline	1.0	1.0	0.678	redcross.bmp	n/a
250.494	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
252.543	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
254.592	2.0	baseline	1.0	1.0	0.55	redcross.bmp	n/a
