onset	duration	trial_type	correct_response	accuracy	response_time	stimulus	position
4.092	1.8	no_response	n/a	1.0	n/a	c	BL
5.891	1.8	no_response	n/a	1.0	n/a	l	TR
7.69	2.0	2-back	1.0	1.0	0.874	v	BL
9.69	2.0	2-back	1.0	1.0	0.684	p	TR
11.689	2.0	2-back	0.0	1.0	0.64	r	TL
13.688	2.0	2-back	0.0	0.0	0.826	t	BR
15.687	2.0	2-back	1.0	0.0	0.485	n	TL
17.686	2.0	2-back	0.0	1.0	0.855	s	TR
19.685	2.0	2-back	0.0	0.0	n/a	f	BL
21.684	2.0	2-back	1.0	0.0	0.9	x	TR
23.683	2.0	2-back	0.0	1.0	0.725	v	BR
25.682	2.0	2-back	0.0	0.0	1.072	p	TL
27.681	2.0	2-back	1.0	1.0	1.0	f	BR
29.68	2.0	2-back	1.0	1.0	0.674	n	TL
31.679	2.0	2-back	0.0	1.0	0.621	x	TR
33.678	2.0	2-back	1.0	1.0	0.307	t	TL
35.677	2.0	2-back	0.0	1.0	0.153	s	BL
37.676	2.0	2-back	0.0	1.0	0.672	l	TR
39.675	2.0	2-back	1.0	1.0	0.554	f	BL
41.675	2.0	2-back	1.0	1.0	1.02	c	TR
43.674	2.0	2-back	0.0	1.0	0.897	r	TL
45.673	2.0	2-back	1.0	0.0	0.617	g	TR
47.672	2.0	2-back	0.0	1.0	0.688	s	BL
49.671	2.0	2-back	0.0	0.0	1.082	r	BR
51.67	2.0	2-back	1.0	1.0	0.727	v	BL
53.669	2.0	2-back	0.0	1.0	1.176	p	BL
55.668	2.0	2-back	0.0	0.0	n/a	t	TL
57.667	2.0	2-back	1.0	1.0	0.887	x	BL
59.666	2.0	2-back	0.0	1.0	0.937	z	BR
61.665	2.0	2-back	0.0	1.0	0.88	t	TR
63.664	2.0	2-back	0.0	1.0	0.886	g	TL
65.663	2.0	2-back	1.0	1.0	0.726	c	TR
67.662	2.0	2-back	0.0	1.0	0.837	p	BL
69.661	2.0	2-back	0.0	1.0	0.828	s	BR
71.66	2.0	2-back	0.0	1.0	0.916	v	TL
73.66	2.0	2-back	1.0	1.0	0.554	n	BR
75.659	2.0	2-back	0.0	1.0	0.57	c	BL
77.658	2.0	2-back	0.0	1.0	0.664	l	TL
79.657	2.0	2-back	0.0	1.0	0.579	x	BR
81.656	2.0	2-back	1.0	1.0	0.761	z	TL
83.655	2.0	2-back	0.0	1.0	0.369	g	TR
85.654	2.0	2-back	0.0	1.0	0.502	f	BR
87.653	2.0	2-back	0.0	1.0	0.51	z	TL
89.652	2.0	2-back	1.0	1.0	0.429	l	BR
91.651	2.0	2-back	0.0	0.0	n/a	r	TR
93.65	2.0	2-back	1.0	0.0	0.797	z	BR
95.649	2.0	2-back	0.0	0.0	0.765	n	BL
97.648	2.0	2-back	1.0	0.0	0.659	g	BR
103.695	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
105.744	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
107.793	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
109.859	2.0	baseline	1.0	1.0	0.627	redcross.bmp	n/a
111.908	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
113.957	2.0	baseline	1.0	1.0	0.525	redcross.bmp	n/a
116.006	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
118.055	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
120.104	2.0	baseline	1.0	1.0	0.379	redcross.bmp	n/a
122.153	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
124.202	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
126.251	2.0	baseline	1.0	1.0	0.522	redcross.bmp	n/a
132.299	1.8	no_response	n/a	1.0	n/a	p	TR
134.098	2.0	1-back	0.0	0.0	n/a	f	BL
136.097	2.0	1-back	1.0	0.0	0.823	n	BL
138.096	2.0	1-back	0.0	1.0	0.688	x	TR
140.095	2.0	1-back	0.0	1.0	0.753	c	TL
142.094	2.0	1-back	1.0	0.0	0.765	p	TL
144.093	2.0	1-back	0.0	1.0	0.592	n	BL
146.092	2.0	1-back	0.0	1.0	0.814	c	TR
148.091	2.0	1-back	1.0	1.0	0.735	g	TR
150.09	2.0	1-back	0.0	1.0	0.686	n	TL
152.089	2.0	1-back	0.0	1.0	0.639	s	BR
154.088	2.0	1-back	0.0	1.0	0.727	x	BL
156.087	2.0	1-back	0.0	1.0	0.756	t	TL
158.086	2.0	1-back	1.0	0.0	0.642	g	TL
160.086	2.0	1-back	0.0	1.0	0.944	p	BR
162.085	2.0	1-back	0.0	1.0	0.929	c	TL
164.084	2.0	1-back	1.0	0.0	0.541	r	TL
166.083	2.0	1-back	0.0	1.0	0.697	t	BL
168.082	2.0	1-back	1.0	1.0	1.011	v	BL
170.081	2.0	1-back	0.0	1.0	0.603	g	BR
172.08	2.0	1-back	0.0	0.0	0.77	p	TL
174.079	2.0	1-back	0.0	1.0	0.58	x	BR
176.078	2.0	1-back	1.0	0.0	0.739	z	BR
178.077	2.0	1-back	0.0	1.0	0.822	l	TR
180.076	2.0	1-back	1.0	0.0	0.632	v	TR
182.075	2.0	1-back	0.0	1.0	0.648	n	BR
184.074	2.0	1-back	0.0	1.0	0.618	r	BL
186.073	2.0	1-back	1.0	1.0	0.586	s	BL
188.072	2.0	1-back	0.0	1.0	0.783	z	TR
190.071	2.0	1-back	0.0	1.0	0.652	l	TL
192.071	2.0	1-back	0.0	1.0	0.514	g	BR
194.07	2.0	1-back	1.0	1.0	0.641	f	BR
196.069	2.0	1-back	0.0	1.0	0.712	t	TR
198.068	2.0	1-back	0.0	1.0	0.721	z	TL
200.067	2.0	1-back	1.0	0.0	0.884	l	TL
202.066	2.0	1-back	0.0	1.0	0.67	f	BL
204.065	2.0	1-back	0.0	1.0	0.646	t	TR
206.064	2.0	1-back	1.0	1.0	0.555	r	TR
208.063	2.0	1-back	0.0	1.0	0.605	l	BR
210.062	2.0	1-back	1.0	1.0	0.518	z	BR
212.061	2.0	1-back	0.0	1.0	0.591	r	TR
214.06	2.0	1-back	1.0	1.0	0.32	v	TR
216.059	2.0	1-back	0.0	1.0	0.376	s	BL
218.058	2.0	1-back	1.0	1.0	0.638	f	BL
220.057	2.0	1-back	0.0	1.0	0.404	v	TL
222.056	2.0	1-back	0.0	1.0	0.661	x	BR
224.055	2.0	1-back	1.0	0.0	0.691	c	BR
226.055	2.0	1-back	0.0	1.0	0.643	s	BL
232.101	2.0	baseline	n/a	0.0	0.031	blackcross.bmp	n/a
234.15	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
236.199	2.0	baseline	1.0	1.0	0.5	redcross.bmp	n/a
238.249	2.0	baseline	1.0	1.0	0.438	redcross.bmp	n/a
240.298	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
242.347	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
244.396	2.0	baseline	1.0	1.0	0.393	redcross.bmp	n/a
246.445	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
248.494	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
250.543	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
252.592	2.0	baseline	1.0	1.0	0.457	redcross.bmp	n/a
254.641	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
