onset	duration	trial_type	correct_response	accuracy	response_time	stimulus	position
4.026	1.8	no_response	n/a	1.0	n/a	r	TR
5.825	1.8	no_response	n/a	1.0	n/a	p	BL
7.624	2.0	2-back	0.0	1.0	0.65	s	BL
9.623	2.0	2-back	1.0	1.0	0.918	p	TR
11.622	2.0	2-back	0.0	1.0	0.693	c	TL
13.621	2.0	2-back	0.0	0.0	1.122	g	TL
15.62	2.0	2-back	1.0	0.0	0.638	c	BL
17.62	2.0	2-back	0.0	1.0	0.694	f	TR
19.619	2.0	2-back	0.0	1.0	0.847	x	TR
21.618	2.0	2-back	0.0	1.0	0.858	z	TL
23.617	2.0	2-back	1.0	1.0	0.856	x	BR
25.616	2.0	2-back	0.0	1.0	0.818	g	BL
27.615	2.0	2-back	0.0	1.0	0.62	v	TL
29.614	2.0	2-back	1.0	1.0	0.807	g	TL
31.613	2.0	2-back	1.0	1.0	0.829	v	TR
33.612	2.0	2-back	0.0	1.0	0.693	z	BR
35.611	2.0	2-back	0.0	1.0	0.495	n	TL
37.61	2.0	2-back	1.0	1.0	0.713	z	TL
39.609	2.0	2-back	0.0	1.0	0.565	s	BL
41.608	2.0	2-back	1.0	1.0	0.773	z	BR
43.607	2.0	2-back	0.0	1.0	0.469	t	TL
45.606	2.0	2-back	0.0	1.0	0.539	f	BL
47.606	2.0	2-back	1.0	1.0	1.014	t	BR
49.605	2.0	2-back	0.0	0.0	0.566	r	BR
51.604	2.0	2-back	0.0	1.0	0.643	c	TR
53.603	2.0	2-back	1.0	1.0	0.853	r	BL
55.602	2.0	2-back	0.0	1.0	0.783	f	BR
57.601	2.0	2-back	0.0	1.0	0.982	t	TR
59.6	2.0	2-back	1.0	1.0	0.83	f	BL
61.599	2.0	2-back	0.0	1.0	0.587	c	BR
63.598	2.0	2-back	0.0	1.0	0.605	l	BR
65.597	2.0	2-back	0.0	1.0	1.045	n	TR
67.596	2.0	2-back	1.0	0.0	0.84	l	TL
69.595	2.0	2-back	0.0	1.0	0.712	s	BR
71.594	2.0	2-back	0.0	1.0	0.723	g	TR
73.593	2.0	2-back	1.0	1.0	0.912	s	TL
75.592	2.0	2-back	0.0	1.0	0.736	l	BL
77.592	2.0	2-back	0.0	1.0	1.115	r	TR
