onset	duration	trial_type	correct_response	accuracy	response_time	stimulus	position
4.026	1.8	no_response	n/a	1.0	n/a	p	TR
5.825	2.0	1-back	0.0	1.0	0.654	f	BL
7.824	2.0	1-back	1.0	1.0	0.58	n	BL
9.823	2.0	1-back	0.0	1.0	0.522	x	TR
11.822	2.0	1-back	0.0	1.0	0.543	c	TL
13.821	2.0	1-back	1.0	1.0	0.635	p	TL
15.82	2.0	1-back	0.0	1.0	0.432	n	BL
17.819	2.0	1-back	0.0	1.0	0.509	c	TR
19.819	2.0	1-back	1.0	1.0	0.453	g	TR
21.818	2.0	1-back	0.0	1.0	0.445	n	TL
23.817	2.0	1-back	0.0	1.0	0.465	s	BR
25.816	2.0	1-back	0.0	1.0	0.776	x	BL
27.815	2.0	1-back	0.0	1.0	0.675	t	TL
29.814	2.0	1-back	1.0	1.0	0.565	g	TL
31.813	2.0	1-back	0.0	1.0	0.67	p	BR
33.812	2.0	1-back	0.0	1.0	0.896	c	TL
35.811	2.0	1-back	1.0	1.0	0.672	r	TL
37.81	2.0	1-back	0.0	1.0	0.765	t	BL
39.809	2.0	1-back	1.0	1.0	1.015	v	BL
41.808	2.0	1-back	0.0	1.0	1.061	g	BR
43.807	2.0	1-back	0.0	1.0	0.583	p	TL
45.806	2.0	1-back	0.0	1.0	0.585	x	BR
47.806	2.0	1-back	1.0	0.0	0.756	z	BR
49.805	2.0	1-back	0.0	1.0	0.702	l	TR
51.804	2.0	1-back	1.0	0.0	0.58	v	TR
53.803	2.0	1-back	0.0	1.0	0.703	n	BR
55.802	2.0	1-back	0.0	1.0	0.618	r	BL
57.801	2.0	1-back	1.0	1.0	0.814	s	BL
59.8	2.0	1-back	0.0	1.0	0.763	z	TR
61.799	2.0	1-back	0.0	0.0	0.697	l	TL
63.798	2.0	1-back	0.0	1.0	0.755	g	BR
65.797	2.0	1-back	1.0	1.0	0.927	f	BR
67.796	2.0	1-back	0.0	1.0	0.598	t	TR
69.795	2.0	1-back	0.0	1.0	0.837	z	TL
71.794	2.0	1-back	1.0	0.0	0.779	l	TL
73.793	2.0	1-back	0.0	1.0	0.926	f	BL
75.792	2.0	1-back	0.0	1.0	0.687	t	TR
77.792	2.0	1-back	1.0	0.0	n/a	r	TR
79.791	2.0	1-back	0.0	1.0	0.78	l	BR
81.79	2.0	1-back	1.0	1.0	0.685	z	BR
83.789	2.0	1-back	0.0	1.0	0.687	r	TR
85.788	2.0	1-back	1.0	0.0	1.083	v	TR
87.787	2.0	1-back	0.0	0.0	n/a	s	BL
89.786	2.0	1-back	1.0	1.0	0.657	f	BL
91.785	2.0	1-back	0.0	1.0	0.727	v	TL
93.784	2.0	1-back	0.0	1.0	0.847	x	BR
95.783	2.0	1-back	1.0	1.0	0.695	c	BR
97.782	2.0	1-back	0.0	1.0	0.949	s	BL
103.829	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
105.878	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
107.927	2.0	baseline	1.0	1.0	0.428	redcross.bmp	n/a
109.976	2.0	baseline	1.0	1.0	0.624	redcross.bmp	n/a
112.025	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
114.074	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
116.123	2.0	baseline	1.0	1.0	0.449	redcross.bmp	n/a
118.172	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
120.221	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
122.271	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
124.32	2.0	baseline	1.0	1.0	0.414	redcross.bmp	n/a
126.369	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
132.416	1.8	no_response	n/a	1.0	n/a	c	BL
134.215	1.8	no_response	n/a	1.0	n/a	l	TR
136.014	2.0	2-back	0.0	1.0	0.606	v	BR
138.013	2.0	2-back	1.0	0.0	1.158	p	TR
140.013	2.0	2-back	0.0	0.0	n/a	r	TL
142.012	2.0	2-back	0.0	0.0	0.879	t	BR
144.011	2.0	2-back	1.0	1.0	0.759	n	TL
146.01	2.0	2-back	0.0	1.0	0.769	s	TR
148.009	2.0	2-back	0.0	1.0	0.667	f	BL
150.008	2.0	2-back	1.0	1.0	0.661	x	TR
152.007	2.0	2-back	0.0	1.0	0.656	v	BR
154.006	2.0	2-back	0.0	1.0	0.648	p	BL
156.005	2.0	2-back	1.0	1.0	0.521	f	BR
158.004	2.0	2-back	0.0	1.0	0.764	n	TL
160.003	2.0	2-back	0.0	1.0	0.843	x	TR
162.002	2.0	2-back	1.0	1.0	0.737	t	TL
164.001	2.0	2-back	0.0	1.0	0.807	s	BL
166.0	2.0	2-back	0.0	1.0	0.786	l	TR
167.999	2.0	2-back	1.0	1.0	0.639	f	BL
169.999	2.0	2-back	1.0	0.0	0.778	c	TR
171.998	2.0	2-back	0.0	1.0	0.839	r	TL
173.997	2.0	2-back	1.0	1.0	0.735	g	TR
175.996	2.0	2-back	0.0	1.0	0.674	s	BL
177.995	2.0	2-back	0.0	1.0	0.749	r	BR
179.994	2.0	2-back	1.0	1.0	0.726	v	BL
181.993	2.0	2-back	0.0	1.0	0.902	p	BL
183.992	2.0	2-back	0.0	1.0	0.512	t	TL
185.991	2.0	2-back	1.0	0.0	0.753	x	BL
187.99	2.0	2-back	0.0	1.0	1.017	z	BR
189.989	2.0	2-back	0.0	1.0	1.123	t	TR
191.988	2.0	2-back	0.0	1.0	0.846	g	TL
193.987	2.0	2-back	1.0	1.0	0.707	c	TR
195.986	2.0	2-back	0.0	1.0	0.773	p	BL
197.985	2.0	2-back	0.0	1.0	0.599	s	BR
199.985	2.0	2-back	0.0	1.0	0.728	v	TL
201.984	2.0	2-back	1.0	0.0	0.898	n	BR
203.983	2.0	2-back	0.0	1.0	0.541	c	BL
205.982	2.0	2-back	0.0	1.0	0.64	l	TL
207.981	2.0	2-back	0.0	1.0	0.675	x	BR
209.98	2.0	2-back	1.0	1.0	1.067	z	TL
211.979	2.0	2-back	0.0	1.0	0.679	g	TR
213.978	2.0	2-back	0.0	0.0	1.138	f	BR
215.977	2.0	2-back	0.0	1.0	0.806	z	TL
217.976	2.0	2-back	1.0	1.0	0.795	l	BR
219.975	2.0	2-back	0.0	1.0	0.752	r	TR
221.974	2.0	2-back	1.0	0.0	1.051	z	BR
223.973	2.0	2-back	0.0	1.0	0.859	n	BL
225.972	2.0	2-back	1.0	1.0	0.825	g	BR
232.019	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
234.068	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
236.117	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
238.166	2.0	baseline	1.0	1.0	0.54	redcross.bmp	n/a
240.216	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
242.265	2.0	baseline	1.0	1.0	0.329	redcross.bmp	n/a
244.314	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
246.363	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
248.412	2.0	baseline	1.0	1.0	0.423	redcross.bmp	n/a
250.461	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
252.51	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
254.559	2.0	baseline	1.0	1.0	0.458	redcross.bmp	n/a
