onset	duration	trial_type	correct_response	accuracy	response_time	stimulus	position
2.027	1.8	no_response	n/a	1.0	n/a	v	TR
3.826	2.0	1-back	0.0	0.0	n/a	p	TL
5.842	2.0	1-back	0.0	0.0	n/a	z	BL
7.858	2.0	1-back	1.0	0.0	0.557	c	BL
9.874	2.0	1-back	0.0	1.0	0.179	t	TR
11.889	2.0	1-back	0.0	1.0	0.708	l	TL
13.905	2.0	1-back	1.0	1.0	0.976	c	TL
15.921	2.0	1-back	0.0	1.0	0.756	v	BL
17.936	2.0	1-back	0.0	1.0	0.884	n	BR
19.952	2.0	1-back	1.0	1.0	0.51	l	BR
21.968	2.0	1-back	0.0	1.0	0.655	v	TL
23.984	2.0	1-back	0.0	0.0	0.681	c	BR
25.999	2.0	1-back	0.0	1.0	1.068	r	TR
28.015	2.0	1-back	1.0	1.0	0.611	t	TR
30.031	2.0	1-back	0.0	1.0	0.74	n	BL
32.046	2.0	1-back	1.0	1.0	0.565	s	BL
34.062	2.0	1-back	0.0	1.0	0.751	v	TR
36.078	2.0	1-back	0.0	1.0	1.002	p	TL
38.094	2.0	1-back	1.0	0.0	1.128	c	TL
40.109	2.0	1-back	0.0	1.0	0.635	g	TR
42.125	2.0	1-back	1.0	1.0	0.549	z	TR
44.141	2.0	1-back	0.0	1.0	0.945	x	BR
46.157	2.0	1-back	0.0	0.0	n/a	g	BL
48.172	2.0	1-back	0.0	0.0	0.811	l	TL
50.188	2.0	1-back	0.0	0.0	0.98	r	BL
52.204	2.0	1-back	1.0	1.0	0.509	x	BL
54.219	2.0	1-back	0.0	1.0	0.558	f	BR
56.235	2.0	1-back	0.0	1.0	0.74	z	TR
58.251	2.0	1-back	1.0	1.0	0.771	r	TR
60.267	2.0	1-back	0.0	1.0	0.674	f	BL
62.282	2.0	1-back	1.0	1.0	0.79	n	BL
64.298	2.0	1-back	0.0	1.0	0.752	x	TR
66.314	2.0	1-back	1.0	1.0	0.564	t	TR
68.329	2.0	1-back	0.0	1.0	0.51	p	BR
70.345	2.0	1-back	1.0	1.0	0.743	x	BR
72.361	2.0	1-back	0.0	1.0	0.77	t	TL
74.377	2.0	1-back	1.0	1.0	0.772	s	TL
76.392	2.0	1-back	0.0	1.0	0.53	f	BL
78.408	2.0	1-back	0.0	1.0	0.601	l	BR
80.424	2.0	1-back	1.0	1.0	0.707	g	BR
82.439	2.0	1-back	0.0	1.0	0.602	n	TL
84.455	2.0	1-back	0.0	1.0	0.636	s	TR
86.471	2.0	1-back	0.0	1.0	0.919	p	BR
88.487	2.0	1-back	0.0	0.0	0.557	r	TL
90.502	2.0	1-back	1.0	1.0	0.807	s	TL
92.518	2.0	1-back	0.0	1.0	0.605	g	BR
94.534	2.0	1-back	1.0	1.0	0.4	z	BR
96.55	2.0	1-back	0.0	1.0	0.863	f	BL
102.613	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
104.662	2.0	baseline	1.0	1.0	0.31	redcross.bmp	n/a
106.711	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
108.76	2.0	baseline	1.0	1.0	0.417	n/a	n/a
110.809	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
112.858	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
114.907	2.0	baseline	1.0	1.0	0.433	n/a	n/a
116.956	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
119.005	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
121.054	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
123.103	2.0	baseline	1.0	1.0	0.331	n/a	n/a
125.152	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
131.2	1.8	no_response	n/a	1.0	n/a	c	BL
132.999	1.8	no_response	n/a	1.0	n/a	p	BR
