onset	duration	trial_type	correct_response	accuracy	response_time	stimulus	position
4.067	1.8	no_response	n/a	1.0	n/a	r	TL
5.873	2.0	1-back	1.0	0.0	0.414	r	TR
7.879	2.0	1-back	0.0	1.0	0.941	g	BR
9.885	2.0	1-back	1.0	1.0	0.539	g	TL
11.892	2.0	1-back	0.0	1.0	0.609	f	TR
13.898	2.0	1-back	0.0	1.0	0.638	t	BL
15.904	2.0	1-back	0.0	1.0	0.676	v	TL
17.91	2.0	1-back	0.0	1.0	0.672	p	TR
19.917	2.0	1-back	1.0	1.0	0.49	p	BL
21.923	2.0	1-back	0.0	1.0	0.753	z	BR
23.929	2.0	1-back	0.0	0.0	0.653	s	TR
25.935	2.0	1-back	1.0	0.0	0.866	s	BL
27.942	2.0	1-back	0.0	1.0	0.735	c	TL
29.948	2.0	1-back	1.0	0.0	0.621	c	BR
31.954	2.0	1-back	0.0	1.0	0.788	l	BR
33.961	2.0	1-back	0.0	1.0	0.439	n	BL
35.967	2.0	1-back	0.0	1.0	0.018	v	TL
37.973	2.0	1-back	1.0	0.0	0.545	v	TR
39.979	2.0	1-back	0.0	1.0	0.258	z	BR
41.986	2.0	1-back	0.0	1.0	0.416	s	TL
43.992	2.0	1-back	0.0	1.0	0.687	x	TR
45.998	2.0	1-back	1.0	0.0	n/a	x	BL
48.004	2.0	1-back	1.0	0.0	n/a	x	BR
50.011	2.0	1-back	0.0	0.0	n/a	v	TR
52.017	2.0	1-back	0.0	1.0	1.144	z	TL
54.023	2.0	1-back	1.0	0.0	n/a	z	BR
56.029	2.0	1-back	0.0	1.0	0.747	f	BL
58.036	2.0	1-back	0.0	0.0	n/a	r	TR
60.042	2.0	1-back	1.0	0.0	n/a	r	BL
62.048	2.0	1-back	0.0	0.0	n/a	n	TL
64.054	2.0	1-back	0.0	1.0	0.554	l	BL
66.061	2.0	1-back	1.0	0.0	n/a	l	BR
68.067	2.0	1-back	0.0	0.0	n/a	s	TL
70.073	2.0	1-back	0.0	0.0	n/a	g	TR
72.079	2.0	1-back	0.0	1.0	0.853	c	BL
74.086	2.0	1-back	1.0	0.0	n/a	c	TR
76.092	2.0	1-back	0.0	1.0	0.036	f	BR
78.098	2.0	1-back	1.0	0.0	n/a	f	TL
80.105	2.0	1-back	0.0	0.0	n/a	t	TR
82.111	2.0	1-back	0.0	0.0	n/a	x	BL
84.117	2.0	1-back	0.0	0.0	n/a	p	TL
86.123	2.0	1-back	1.0	0.0	n/a	p	BL
88.13	2.0	1-back	0.0	0.0	n/a	n	BR
90.136	2.0	1-back	1.0	0.0	0.154	n	TL
92.142	2.0	1-back	0.0	1.0	0.364	g	BR
94.148	2.0	1-back	0.0	0.0	n/a	l	BL
96.155	2.0	1-back	0.0	1.0	0.15	t	TR
98.161	2.0	1-back	1.0	0.0	n/a	t	BR
104.248	2.0	baseline	1.0	0.0	n/a	redcross.bmp	n/a
106.305	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
108.361	2.0	baseline	1.0	1.0	0.38	redcross.bmp	n/a
110.418	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
112.474	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
114.531	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
116.587	2.0	baseline	1.0	1.0	0.355	redcross.bmp	n/a
