onset	duration	trial_type	correct_response	accuracy	response_time	stimulus	position
4.026	1.8	no_response	n/a	1.0	n/a	v	TR
5.825	1.8	no_response	n/a	1.0	n/a	r	BR
7.624	2.0	2-back	1.0	1.0	0.54	v	TL
9.623	2.0	2-back	0.0	1.0	0.771	g	TR
11.622	2.0	2-back	0.0	1.0	0.68	p	BL
13.621	2.0	2-back	1.0	1.0	0.657	g	BR
15.62	2.0	2-back	0.0	1.0	0.673	n	TL
17.619	2.0	2-back	0.0	1.0	0.744	x	TR
19.618	2.0	2-back	0.0	1.0	0.674	l	BR
21.617	2.0	2-back	0.0	1.0	0.562	c	TL
23.617	2.0	2-back	1.0	1.0	0.671	l	BL
25.616	2.0	2-back	1.0	1.0	0.687	c	TR
27.615	2.0	2-back	0.0	1.0	0.608	t	BR
29.614	2.0	2-back	0.0	1.0	0.71	n	TL
31.613	2.0	2-back	1.0	1.0	0.689	t	BR
33.612	2.0	2-back	0.0	1.0	0.672	f	TR
35.611	2.0	2-back	0.0	1.0	0.696	n	BR
37.61	2.0	2-back	0.0	1.0	0.695	x	TL
39.609	2.0	2-back	1.0	1.0	0.704	n	BL
41.608	2.0	2-back	0.0	1.0	0.688	r	TR
43.607	2.0	2-back	0.0	1.0	0.789	f	TL
45.606	2.0	2-back	1.0	1.0	0.936	r	BR
47.605	2.0	2-back	0.0	1.0	0.769	s	TR
49.604	2.0	2-back	0.0	1.0	0.748	v	BL
51.604	2.0	2-back	0.0	1.0	0.87	p	TL
53.603	2.0	2-back	1.0	1.0	0.803	v	TR
55.602	2.0	2-back	0.0	1.0	0.705	s	BL
57.601	2.0	2-back	0.0	1.0	0.69	p	BR
59.6	2.0	2-back	1.0	1.0	0.738	s	TR
61.599	2.0	2-back	0.0	1.0	0.742	g	BL
63.598	2.0	2-back	0.0	1.0	0.783	z	TL
65.597	2.0	2-back	0.0	0.0	1.129	r	BR
67.596	2.0	2-back	1.0	0.0	0.134	z	BL
69.595	2.0	2-back	0.0	1.0	0.852	c	BL
71.594	2.0	2-back	0.0	1.0	0.942	t	BR
73.593	2.0	2-back	1.0	1.0	0.773	c	TL
75.592	2.0	2-back	1.0	1.0	0.765	t	BL
77.591	2.0	2-back	0.0	1.0	0.835	s	BR
79.591	2.0	2-back	0.0	1.0	0.753	x	BL
81.59	2.0	2-back	0.0	1.0	0.972	f	TR
83.589	2.0	2-back	1.0	1.0	0.75	x	TR
85.588	2.0	2-back	1.0	1.0	0.737	f	BR
87.587	2.0	2-back	0.0	1.0	0.72	l	TL
89.586	2.0	2-back	0.0	1.0	0.742	p	BL
91.585	2.0	2-back	1.0	1.0	0.759	l	BL
93.584	2.0	2-back	0.0	1.0	0.857	z	TL
95.583	2.0	2-back	0.0	1.0	0.81	g	TL
97.582	2.0	2-back	1.0	1.0	0.776	z	TR
103.629	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
105.678	2.0	baseline	1.0	1.0	0.355	redcross.bmp	n/a
107.727	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
109.776	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
111.825	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
113.874	2.0	baseline	1.0	1.0	0.361	redcross.bmp	n/a
115.923	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
117.972	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
120.022	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
122.071	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
124.12	2.0	baseline	1.0	1.0	0.535	redcross.bmp	n/a
126.169	2.0	baseline	1.0	1.0	0.823	redcross.bmp	n/a
132.216	1.8	no_response	n/a	1.0	n/a	r	TL
134.015	2.0	1-back	1.0	1.0	0.56	r	TR
136.014	2.0	1-back	0.0	1.0	0.561	g	BR
138.013	2.0	1-back	1.0	1.0	0.544	g	TL
140.013	2.0	1-back	0.0	1.0	0.494	f	TR
142.012	2.0	1-back	0.0	1.0	0.575	t	BL
144.011	2.0	1-back	0.0	1.0	0.484	v	TL
146.01	2.0	1-back	0.0	1.0	0.519	p	TR
148.009	2.0	1-back	1.0	1.0	0.479	p	BL
150.008	2.0	1-back	0.0	1.0	0.465	z	BR
152.007	2.0	1-back	0.0	1.0	0.499	s	TR
154.006	2.0	1-back	1.0	1.0	0.473	s	BL
156.005	2.0	1-back	0.0	1.0	0.569	c	TL
158.004	2.0	1-back	1.0	1.0	0.533	c	BR
160.003	2.0	1-back	0.0	1.0	0.469	l	BR
162.002	2.0	1-back	0.0	1.0	0.504	n	BL
164.001	2.0	1-back	0.0	1.0	0.508	v	TL
166.0	2.0	1-back	1.0	1.0	0.565	v	TR
168.0	2.0	1-back	0.0	1.0	0.437	z	BR
169.999	2.0	1-back	0.0	1.0	0.537	s	TL
171.998	2.0	1-back	0.0	1.0	0.49	x	TR
173.997	2.0	1-back	1.0	1.0	0.493	x	BL
175.996	2.0	1-back	1.0	1.0	0.527	x	BR
177.995	2.0	1-back	0.0	1.0	0.476	v	TR
179.994	2.0	1-back	0.0	1.0	0.503	z	TL
181.993	2.0	1-back	1.0	1.0	0.607	z	BR
183.992	2.0	1-back	0.0	1.0	0.364	f	BL
