onset	duration	trial_type	correct_response	accuracy	response_time	stimulus	position
4.026	1.8	no_response	n/a	1.0	n/a	r	TL
5.826	2.0	1-back	1.0	1.0	0.724	r	TR
7.826	2.0	1-back	0.0	1.0	0.669	g	BR
9.826	2.0	1-back	1.0	1.0	0.563	g	TL
11.826	2.0	1-back	0.0	1.0	0.481	f	TR
13.826	2.0	1-back	0.0	1.0	0.463	t	BL
15.826	2.0	1-back	0.0	1.0	0.492	v	TL
17.826	2.0	1-back	0.0	1.0	0.458	p	TR
19.826	2.0	1-back	1.0	1.0	0.495	p	BL
21.826	2.0	1-back	0.0	1.0	0.427	z	BR
23.826	2.0	1-back	0.0	1.0	0.35	s	TR
25.826	2.0	1-back	1.0	1.0	0.363	s	BL
27.826	2.0	1-back	0.0	1.0	0.424	c	TL
29.826	2.0	1-back	1.0	1.0	0.467	c	BR
31.826	2.0	1-back	0.0	1.0	0.434	l	BR
33.826	2.0	1-back	0.0	0.0	0.557	n	BL
35.826	2.0	1-back	0.0	1.0	0.54	v	TL
37.826	2.0	1-back	1.0	1.0	0.669	v	TR
39.826	2.0	1-back	0.0	1.0	0.444	z	BR
41.826	2.0	1-back	0.0	1.0	0.682	s	TL
43.826	2.0	1-back	0.0	1.0	0.608	x	TR
45.826	2.0	1-back	1.0	1.0	0.588	x	BL
47.826	2.0	1-back	1.0	1.0	0.621	x	BR
49.826	2.0	1-back	0.0	1.0	0.474	v	TR
51.826	2.0	1-back	0.0	1.0	0.459	z	TL
53.826	2.0	1-back	1.0	1.0	0.612	z	BR
55.826	2.0	1-back	0.0	1.0	0.496	f	BL
57.826	2.0	1-back	0.0	1.0	0.438	r	TR
59.826	2.0	1-back	1.0	1.0	0.693	r	BL
61.826	2.0	1-back	0.0	1.0	0.535	n	TL
63.826	2.0	1-back	0.0	1.0	0.773	l	BL
65.826	2.0	1-back	1.0	1.0	0.692	l	BR
67.826	2.0	1-back	0.0	1.0	0.51	s	TL
69.826	2.0	1-back	0.0	1.0	0.472	g	TR
71.826	2.0	1-back	0.0	1.0	0.475	c	BL
73.826	2.0	1-back	1.0	1.0	0.64	c	TR
75.826	2.0	1-back	0.0	1.0	0.381	f	BR
77.826	2.0	1-back	1.0	1.0	0.712	f	TL
79.826	2.0	1-back	0.0	1.0	0.556	t	TR
81.826	2.0	1-back	0.0	1.0	0.471	x	BL
83.826	2.0	1-back	0.0	1.0	0.363	p	TL
85.826	2.0	1-back	1.0	1.0	0.678	p	BL
87.826	2.0	1-back	0.0	1.0	0.398	n	BR
89.826	2.0	1-back	1.0	1.0	0.52	n	TL
91.826	2.0	1-back	0.0	1.0	0.368	g	BR
93.826	2.0	1-back	0.0	1.0	0.548	l	BL
95.826	2.0	1-back	0.0	1.0	0.515	t	TR
97.826	2.0	1-back	1.0	1.0	0.692	t	BR
103.866	2.0	baseline	1.0	1.0	0.411	redcross.bmp	n/a
105.906	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
107.946	2.0	baseline	1.0	1.0	0.373	redcross.bmp	n/a
109.986	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
112.026	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
114.066	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
116.106	2.0	baseline	1.0	1.0	0.446	redcross.bmp	n/a
118.146	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
120.186	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
122.226	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
