onset	duration	trial_type	correct_response	accuracy	response_time	stimulus	position
4.025	1.8	no_response	n/a	1.0	n/a	c	TR
5.825	2.0	1-back	0.0	1.0	0.601	g	BL
7.824	2.0	1-back	0.0	1.0	0.812	p	TR
9.823	2.0	1-back	1.0	1.0	0.746	p	BL
11.822	2.0	1-back	0.0	1.0	0.701	t	TL
13.821	2.0	1-back	0.0	1.0	0.687	v	BR
15.82	2.0	1-back	1.0	1.0	0.718	v	TL
17.819	2.0	1-back	0.0	1.0	0.702	s	BL
19.818	2.0	1-back	1.0	1.0	0.63	s	TR
21.817	2.0	1-back	0.0	1.0	0.533	x	BR
23.816	2.0	1-back	0.0	1.0	0.892	n	TL
25.815	2.0	1-back	1.0	1.0	0.606	n	BR
27.814	2.0	1-back	0.0	1.0	0.693	f	TR
29.814	2.0	1-back	1.0	1.0	0.569	f	TL
31.813	2.0	1-back	0.0	1.0	0.569	l	TR
33.812	2.0	1-back	0.0	1.0	0.724	r	BL
35.811	2.0	1-back	0.0	1.0	0.406	z	TR
37.81	2.0	1-back	1.0	0.0	0.519	z	TL
39.809	2.0	1-back	0.0	1.0	0.469	c	TR
41.808	2.0	1-back	1.0	1.0	0.572	c	BL
43.807	2.0	1-back	0.0	1.0	0.39	g	TR
45.806	2.0	1-back	1.0	1.0	0.694	g	BR
47.805	2.0	1-back	0.0	1.0	0.559	x	BL
49.804	2.0	1-back	0.0	1.0	0.551	t	TL
51.803	2.0	1-back	1.0	1.0	0.618	t	BL
53.802	2.0	1-back	0.0	1.0	0.417	r	BR
55.801	2.0	1-back	0.0	1.0	0.708	p	BL
57.801	2.0	1-back	0.0	1.0	0.437	v	TL
59.8	2.0	1-back	0.0	1.0	0.61	s	TR
61.799	2.0	1-back	1.0	1.0	0.62	s	BR
63.798	2.0	1-back	0.0	1.0	0.497	x	BL
65.797	2.0	1-back	1.0	1.0	0.77	x	TL
67.796	2.0	1-back	0.0	1.0	0.572	l	TR
69.795	2.0	1-back	1.0	0.0	0.392	l	BL
71.794	2.0	1-back	0.0	1.0	0.347	n	BR
73.793	2.0	1-back	1.0	1.0	0.475	n	TL
75.792	2.0	1-back	0.0	1.0	0.405	z	BR
77.791	2.0	1-back	1.0	1.0	0.625	z	TL
79.79	2.0	1-back	0.0	1.0	0.361	c	BR
81.789	2.0	1-back	0.0	0.0	0.317	g	BL
83.789	2.0	1-back	0.0	1.0	0.201	p	TL
85.788	2.0	1-back	0.0	1.0	0.407	t	TR
87.787	2.0	1-back	0.0	0.0	0.565	v	BR
89.786	2.0	1-back	0.0	1.0	0.33	f	TL
91.785	2.0	1-back	1.0	0.0	0.323	f	TR
93.784	2.0	1-back	0.0	1.0	0.399	l	BR
95.783	2.0	1-back	0.0	1.0	0.578	r	BL
97.782	2.0	1-back	1.0	1.0	0.58	r	BR
103.829	2.0	baseline	1.0	1.0	0.403	redcross.bmp	n/a
105.878	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
107.927	2.0	baseline	1.0	1.0	0.364	redcross.bmp	n/a
109.976	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
112.025	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
114.074	2.0	baseline	1.0	1.0	0.476	redcross.bmp	n/a
116.123	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
118.172	2.0	baseline	1.0	1.0	0.341	redcross.bmp	n/a
120.221	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
122.27	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
124.32	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
126.369	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
132.416	1.8	no_response	n/a	1.0	n/a	r	TR
134.215	1.8	no_response	n/a	0.0	0.495	p	BL
136.014	2.0	2-back	0.0	1.0	0.686	s	BL
138.013	2.0	2-back	1.0	0.0	0.378	p	TR
140.013	2.0	2-back	0.0	1.0	0.409	c	TL
142.012	2.0	2-back	0.0	1.0	0.595	g	TL
144.011	2.0	2-back	1.0	0.0	0.48	c	BL
146.01	2.0	2-back	0.0	1.0	0.492	f	TR
148.009	2.0	2-back	0.0	1.0	0.517	x	TR
150.008	2.0	2-back	0.0	1.0	0.786	z	TL
152.007	2.0	2-back	1.0	1.0	0.812	x	BR
154.006	2.0	2-back	0.0	1.0	0.317	g	BL
156.005	2.0	2-back	0.0	1.0	0.44	v	TL
158.004	2.0	2-back	1.0	1.0	0.58	g	TL
160.003	2.0	2-back	1.0	0.0	0.3	v	TR
162.002	2.0	2-back	0.0	1.0	0.438	z	BR
164.001	2.0	2-back	0.0	1.0	0.518	n	TL
166.0	2.0	2-back	1.0	0.0	0.351	z	TL
168.0	2.0	2-back	0.0	1.0	0.912	s	BL
169.999	2.0	2-back	1.0	0.0	0.339	z	BR
171.998	2.0	2-back	0.0	1.0	0.443	t	TL
173.997	2.0	2-back	0.0	0.0	0.585	f	BL
175.996	2.0	2-back	1.0	0.0	0.367	t	BR
177.995	2.0	2-back	0.0	1.0	0.6	r	BR
179.994	2.0	2-back	0.0	1.0	0.404	c	TR
181.993	2.0	2-back	1.0	0.0	0.492	r	BL
183.992	2.0	2-back	0.0	1.0	0.571	f	BR
185.991	2.0	2-back	0.0	0.0	0.646	t	TR
187.99	2.0	2-back	1.0	0.0	0.254	f	BL
189.989	2.0	2-back	0.0	1.0	0.299	c	BR
191.988	2.0	2-back	0.0	1.0	0.489	l	BR
193.988	2.0	2-back	0.0	1.0	0.552	n	TR
195.987	2.0	2-back	1.0	0.0	0.543	l	TL
197.986	2.0	2-back	0.0	1.0	0.375	s	BR
199.985	2.0	2-back	0.0	1.0	0.41	g	TR
201.984	2.0	2-back	1.0	1.0	0.332	s	TL
203.983	2.0	2-back	0.0	1.0	0.326	l	BL
205.982	2.0	2-back	0.0	0.0	0.581	r	TR
207.981	2.0	2-back	0.0	1.0	0.219	x	BR
209.98	2.0	2-back	0.0	1.0	0.311	t	TL
211.979	2.0	2-back	1.0	0.0	0.379	x	TR
213.978	2.0	2-back	0.0	1.0	0.444	n	BL
215.977	2.0	2-back	0.0	0.0	0.749	p	BR
217.976	2.0	2-back	1.0	0.0	0.561	n	TR
219.975	2.0	2-back	1.0	1.0	0.644	p	BL
221.975	2.0	2-back	0.0	1.0	0.601	v	BL
223.974	2.0	2-back	0.0	1.0	0.414	l	TL
225.973	2.0	2-back	1.0	0.0	0.064	v	BR
232.02	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
234.069	2.0	baseline	1.0	1.0	0.551	n/a	n/a
236.118	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
238.167	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
240.216	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
242.265	2.0	baseline	1.0	1.0	0.29	n/a	n/a
244.314	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
