onset	duration	trial_type	correct_response	accuracy	response_time	stimulus	position
4.026	1.8	no_response	n/a	1.0	n/a	l	TR
5.825	2.0	1-back	1.0	1.0	0.662	x	TR
7.824	2.0	1-back	0.0	1.0	0.538	l	BL
9.823	2.0	1-back	1.0	1.0	0.454	s	BL
11.822	2.0	1-back	0.0	1.0	0.418	g	TL
13.821	2.0	1-back	0.0	1.0	0.399	r	BR
15.82	2.0	1-back	0.0	1.0	0.424	s	TL
17.819	2.0	1-back	0.0	1.0	0.399	z	BL
19.818	2.0	1-back	0.0	1.0	0.416	t	TR
21.817	2.0	1-back	1.0	1.0	0.293	x	TR
23.816	2.0	1-back	0.0	1.0	0.295	n	BR
25.815	2.0	1-back	0.0	1.0	0.428	l	TL
27.814	2.0	1-back	1.0	1.0	0.539	g	TL
29.813	2.0	1-back	0.0	1.0	0.353	r	BR
31.813	2.0	1-back	1.0	1.0	0.49	p	BR
33.812	2.0	1-back	0.0	1.0	0.578	z	TR
35.811	2.0	1-back	0.0	1.0	0.46	r	BL
37.81	2.0	1-back	1.0	1.0	0.549	x	BL
39.809	2.0	1-back	0.0	1.0	0.457	p	TR
41.808	2.0	1-back	0.0	1.0	0.492	c	BL
43.807	2.0	1-back	0.0	0.0	0.624	f	TR
45.806	2.0	1-back	1.0	0.0	0.311	l	TR
47.805	2.0	1-back	1.0	1.0	0.576	t	TR
49.804	2.0	1-back	0.0	1.0	0.416	f	TL
51.803	2.0	1-back	0.0	1.0	0.419	r	BL
53.802	2.0	1-back	1.0	0.0	0.466	s	BL
55.801	2.0	1-back	0.0	1.0	0.506	f	TR
57.8	2.0	1-back	0.0	1.0	0.485	c	BR
59.799	2.0	1-back	1.0	0.0	0.522	z	BR
61.798	2.0	1-back	0.0	1.0	0.465	v	BL
63.797	2.0	1-back	0.0	1.0	0.622	p	TL
65.797	2.0	1-back	1.0	1.0	0.55	t	TL
67.796	2.0	1-back	0.0	1.0	0.374	c	BL
69.795	2.0	1-back	0.0	1.0	0.47	p	BR
71.794	2.0	1-back	0.0	1.0	0.73	v	TL
73.793	2.0	1-back	1.0	1.0	0.509	n	TL
75.792	2.0	1-back	0.0	1.0	0.361	s	BR
77.791	2.0	1-back	1.0	0.0	0.396	z	BR
79.79	2.0	1-back	0.0	1.0	0.307	v	BL
81.789	2.0	1-back	0.0	0.0	0.491	n	BR
83.788	2.0	1-back	0.0	1.0	0.454	t	TL
85.787	2.0	1-back	1.0	1.0	0.4	g	TL
87.786	2.0	1-back	0.0	1.0	0.332	x	TR
89.785	2.0	1-back	1.0	1.0	0.336	g	TR
91.784	2.0	1-back	0.0	1.0	0.425	c	TL
93.783	2.0	1-back	0.0	1.0	0.422	v	BL
95.782	2.0	1-back	0.0	1.0	0.543	f	BR
97.782	2.0	1-back	1.0	1.0	0.404	n	BR
103.828	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
105.877	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
107.926	2.0	baseline	1.0	1.0	0.59	redcross.bmp	n/a
109.976	2.0	baseline	1.0	1.0	0.4	redcross.bmp	n/a
112.025	2.0	baseline	n/a	0.0	0.177	blackcross.bmp	n/a
114.074	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
116.123	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
118.172	2.0	baseline	n/a	0.0	0.792	blackcross.bmp	n/a
120.221	2.0	baseline	1.0	1.0	0.611	redcross.bmp	n/a
122.27	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
124.319	2.0	baseline	1.0	1.0	0.355	redcross.bmp	n/a
126.368	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
132.415	1.8	no_response	n/a	1.0	n/a	v	BL
134.214	1.8	no_response	n/a	1.0	n/a	c	BR
136.014	2.0	2-back	1.0	1.0	0.584	g	BL
138.013	2.0	2-back	0.0	1.0	0.536	p	TR
140.012	2.0	2-back	0.0	1.0	0.451	n	TL
142.011	2.0	2-back	1.0	1.0	0.366	x	TR
144.01	2.0	2-back	0.0	1.0	0.402	p	BL
146.009	2.0	2-back	0.0	1.0	0.748	c	TL
148.008	2.0	2-back	0.0	0.0	0.825	l	TL
150.007	2.0	2-back	0.0	1.0	0.264	v	TR
152.006	2.0	2-back	1.0	1.0	0.453	x	TL
154.005	2.0	2-back	1.0	0.0	0.299	g	TR
156.004	2.0	2-back	0.0	1.0	0.502	t	BR
158.003	2.0	2-back	0.0	1.0	0.422	z	BL
160.002	2.0	2-back	1.0	1.0	0.615	n	BR
162.001	2.0	2-back	0.0	1.0	0.426	f	TR
164.0	2.0	2-back	0.0	1.0	0.493	x	TL
166.0	2.0	2-back	0.0	1.0	0.694	n	BL
167.999	2.0	2-back	1.0	1.0	0.615	t	TL
169.998	2.0	2-back	0.0	1.0	0.414	l	BR
171.997	2.0	2-back	0.0	1.0	0.716	r	BL
173.996	2.0	2-back	1.0	0.0	0.747	f	BR
175.995	2.0	2-back	0.0	0.0	0.556	s	BR
177.994	2.0	2-back	0.0	1.0	0.199	v	TL
179.993	2.0	2-back	0.0	1.0	0.413	n	TR
181.992	2.0	2-back	1.0	1.0	0.413	p	TL
183.991	2.0	2-back	0.0	1.0	0.383	s	BL
185.99	2.0	2-back	0.0	1.0	0.605	g	BR
187.989	2.0	2-back	1.0	1.0	0.86	f	BL
189.988	2.0	2-back	0.0	1.0	0.267	r	TR
191.987	2.0	2-back	0.0	1.0	0.806	s	TL
193.986	2.0	2-back	0.0	1.0	0.632	z	BL
195.985	2.0	2-back	1.0	1.0	0.584	c	TL
197.985	2.0	2-back	0.0	1.0	0.504	r	BR
199.984	2.0	2-back	0.0	1.0	0.77	v	TR
201.983	2.0	2-back	1.0	0.0	0.526	l	BR
203.982	2.0	2-back	1.0	1.0	0.659	c	TR
205.981	2.0	2-back	0.0	1.0	0.577	s	BL
207.98	2.0	2-back	0.0	1.0	0.518	t	TL
209.979	2.0	2-back	0.0	1.0	0.723	r	TR
211.978	2.0	2-back	0.0	1.0	0.767	z	BL
213.977	2.0	2-back	1.0	1.0	0.604	l	TR
215.976	2.0	2-back	1.0	1.0	0.877	x	BL
217.975	2.0	2-back	0.0	1.0	0.536	f	BR
219.974	2.0	2-back	0.0	0.0	0.818	p	TR
221.973	2.0	2-back	1.0	1.0	0.693	g	BR
223.972	2.0	2-back	0.0	1.0	0.521	t	BL
225.971	2.0	2-back	1.0	0.0	0.761	z	BR
232.018	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
234.067	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
236.116	2.0	baseline	1.0	1.0	0.388	redcross.bmp	n/a
238.165	2.0	baseline	1.0	1.0	0.334	redcross.bmp	n/a
240.214	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
242.263	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
244.312	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
246.361	2.0	baseline	1.0	1.0	0.464	redcross.bmp	n/a
248.411	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
250.46	2.0	baseline	1.0	1.0	0.329	redcross.bmp	n/a
252.509	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
254.558	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
