onset	duration	trial_type	correct_response	accuracy	response_time	stimulus	position
4.043	1.8	no_response	n/a	0.0	0.955	l	TR
5.842	2.0	1-back	1.0	1.0	0.894	l	BL
7.858	2.0	1-back	0.0	1.0	0.597	s	TR
9.873	2.0	1-back	0.0	1.0	0.8	z	BL
11.889	2.0	1-back	0.0	1.0	0.741	t	TL
13.905	2.0	1-back	0.0	1.0	0.703	x	BR
15.921	2.0	1-back	1.0	1.0	0.771	x	TL
17.936	2.0	1-back	0.0	1.0	0.624	n	BL
19.952	2.0	1-back	0.0	1.0	0.719	s	TR
21.968	2.0	1-back	0.0	1.0	0.686	l	BR
23.984	2.0	1-back	1.0	1.0	0.498	l	TL
25.999	2.0	1-back	0.0	1.0	0.692	g	BR
28.015	2.0	1-back	1.0	1.0	1.054	g	TR
30.031	2.0	1-back	0.0	1.0	0.588	r	TL
32.046	2.0	1-back	1.0	1.0	0.836	r	TR
34.062	2.0	1-back	0.0	1.0	0.604	x	BL
36.078	2.0	1-back	0.0	1.0	0.672	p	TR
38.094	2.0	1-back	1.0	1.0	0.677	p	TL
40.109	2.0	1-back	0.0	1.0	0.51	c	TR
42.125	2.0	1-back	0.0	1.0	0.799	r	BL
44.141	2.0	1-back	0.0	1.0	0.61	f	TR
46.157	2.0	1-back	1.0	0.0	0.65	f	BR
48.172	2.0	1-back	1.0	1.0	0.914	f	BL
50.188	2.0	1-back	0.0	1.0	0.662	c	TL
52.204	2.0	1-back	0.0	1.0	0.657	z	BL
54.219	2.0	1-back	1.0	1.0	0.793	z	BR
56.235	2.0	1-back	0.0	1.0	0.288	v	BL
58.251	2.0	1-back	0.0	1.0	0.8	p	TL
60.267	2.0	1-back	1.0	1.0	0.556	p	TR
62.282	2.0	1-back	0.0	1.0	0.337	n	BR
64.298	2.0	1-back	0.0	1.0	0.586	s	BL
66.314	2.0	1-back	1.0	1.0	0.833	s	TL
68.33	2.0	1-back	0.0	1.0	0.53	z	TR
70.345	2.0	1-back	0.0	1.0	0.547	v	BL
72.361	2.0	1-back	0.0	1.0	0.56	t	BR
74.377	2.0	1-back	1.0	1.0	0.555	t	TL
76.392	2.0	1-back	1.0	0.0	0.531	t	BR
78.408	2.0	1-back	0.0	0.0	0.955	g	TL
80.424	2.0	1-back	0.0	1.0	0.576	x	BR
82.44	2.0	1-back	0.0	1.0	1.047	g	BL
84.455	2.0	1-back	0.0	1.0	1.029	c	TL
86.471	2.0	1-back	1.0	1.0	0.956	c	TR
88.487	2.0	1-back	0.0	1.0	0.8	v	BR
90.502	2.0	1-back	1.0	0.0	1.045	v	TL
92.518	2.0	1-back	0.0	1.0	0.941	f	TR
94.534	2.0	1-back	0.0	1.0	0.895	r	BR
96.55	2.0	1-back	0.0	1.0	1.051	n	BL
98.565	2.0	1-back	1.0	0.0	0.879	n	BR
104.662	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
106.711	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
108.761	2.0	baseline	1.0	1.0	0.376	redcross.bmp	n/a
110.809	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
112.858	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
114.908	2.0	baseline	1.0	1.0	0.618	redcross.bmp	n/a
116.957	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
119.006	2.0	baseline	n/a	1.0	n/a	blackcross.bmp	n/a
